ano,mes,produto,total_pedidos,total_quantidade,total_receita,preco_medio
2025,12,Jaleco Manuela Azul Bebê,1,9.00,1980.00,220.00
2025,12,Jaleco Samuel Chumbo,2,9.00,3240.00,360.00
2025,12,Jaleco Tec Easy Clara Azul Ciano,1,8.00,3280.00,410.00
2025,12,Jaleco Tec Easy Clara Rosa Bebe,4,8.00,3280.00,410.00
2025,12,Jaleco Manuela Azul Médio,3,8.00,1760.00,220.00
2025,12,Gorro Unissex A. Cinza,2,8.00,510.00,60.00
2025,12,Jaleco Laila Branco,6,8.00,2879.20,359.90
2025,12,Jaleco Isabel Rosa Nude,4,8.00,2566.67,365.67
2025,12,Jaleco Heloisa Bordô,3,8.00,1728.00,216.00
2025,12,Gorro Unissex D. Chumbo,4,7.00,330.00,48.75
2025,12,Scrub Masculino Cinza,1,7.00,1680.00,240.00
2025,12,Jaleco Heloisa Bege com Preto,2,7.00,2520.00,360.00
2025,12,Colete Ayla Preto,3,7.00,2069.31,294.90
2025,12,Jaleco Laila Preto,1,7.00,2519.30,359.90
2025,12,Jaleco Samuel Swit Denin,3,6.00,2160.00,360.00
2025,12,Jaleco Bernardo Branco,6,6.00,1128.36,188.06
2025,12,Gorro  Unissex A. Azul Marinho,4,6.00,270.00,45.00
2025,12,Jaleco Mariah Branco,1,6.00,1380.00,230.00
2025,12,Jaleco Samuel Bege Acinzentado,3,6.00,2124.00,352.80
2025,12,Turbante Verde Militar,3,6.00,360.00,60.00
2025,12,Jaleco Manoel Bege,5,5.00,1078.00,215.60
2025,12,Jaleco Ester Branco,5,5.00,1666.82,333.36
2025,12,Scrub MasculinoTec Easy Lorenzo Azul Marinho,5,5.00,2200.44,440.09
2025,12,Jaleco Chloe Es,1,5.00,1400.00,280.00
2025,12,Jaleco Tec Easy Benicio Azul Marinho,5,5.00,1987.52,397.50
2025,12,Jaleco Isabel Preto,1,5.00,2300.00,460.00
2025,12,Jaleco Isabel Off White,4,5.00,2237.29,447.46
2025,12,Scrub Feminino Glamour Preto,2,5.00,1870.40,374.07
2025,12,Jaleco Marta Preto Manga Curta,3,5.00,980.00,195.00
2025,12,Jaleco Tec Easy Clara Magenta,1,5.00,2050.00,410.00
2025,12,Scrub Feminino Glamour Azul Marinho,3,5.00,1926.00,388.00
2025,12,Jaleco Manuela Cinza,2,4.00,880.00,220.00
2025,12,Jaleco Tec Easy Clara Azul Marinho,2,4.00,1640.00,410.00
2025,12,Laço Preto,1,4.00,126.00,31.50
2025,12,Jaleco Manoel Azul Marinho,4,4.00,843.00,210.75
2025,12,Scrub Feminino Azul Bebê,2,4.00,847.00,214.50
2025,12,Scrub Feminino Chumbo,3,4.00,856.00,219.33
2025,12,Jaleco Clinic Verde Escuro Feminino,3,4.00,700.00,175.00
2025,12,Scrub Feminino Comfy Bege Acinzentado,1,4.00,1440.00,360.00
2025,12,Scrub Feminino Princess Preto,2,4.00,1240.00,310.00
2025,12,Scrub Feminino Tec Easy Loren  Azul Marinho,1,4.00,1800.00,450.00
2025,12,Jaleco Samuel Bordo,1,4.00,1440.00,360.00
2025,12,Scrub MasculinoTec Easy Lorenzo Preto,4,4.00,1311.72,327.93
2025,12,Jaleco Tec Easy Benicio Aço,3,4.00,1271.00,328.00
2025,12,Gorro Unissex D. Bordô,2,4.00,108.00,27.00
2025,12,Crachá Magnético Prata,3,4.00,249.60,63.23
2025,12,Camiseta Scrub Feminino CONFY AVULSA,3,4.00,840.00,210.00
2025,12,Turbante Rosa Nude,1,4.00,240.00,60.00
2025,12,Turbante Tec Easy Branco,3,4.00,234.00,58.00
2025,12,Scrub Masculino Confy Chumbo,3,3.00,1062.21,354.07
2025,12,Scrub FemininoTec Easy Loren Azul Ciano,1,3.00,1080.00,360.00
2025,12,Gorro Unissex A. Tec Easy Azul Marinho,2,3.00,168.00,57.00
2025,12,Jaleco Marta Branco Manga Curta,3,3.00,540.00,180.00
2025,12,Scrub FemininoTec Easy Loren Cacau,2,3.00,1350.00,450.00
2025,12,Jaleco Manu Branco detalhes Vies Bordo rec Princesa,1,3.00,720.00,240.00
2025,12,Jaleco Tec Easy Clara Camel,2,3.00,1230.00,410.00
2025,12,Calça Scrub Feminino CONFY AVULSA,2,3.00,510.00,170.00
2025,12,Jaleco Rute Branco,3,3.00,927.49,309.16
2025,12,Jaleco Clinic Azul Marinho Feminino,2,3.00,525.00,175.00
2025,12,Camiseta Unissex Odonto Mescla,1,3.00,60.00,20.00
2025,12,Scrub Feminino Cinza,1,3.00,720.00,240.00
2025,12,Jaleco Tec Easy Clara Verde Militar,1,3.00,1230.00,410.00
2025,12,Avental de Cintura Feminino Preto,1,3.00,180.00,60.00
2025,12,Touca Preta,2,3.00,153.00,52.00
2025,12,Camiseta Unissex Odonto Branca,2,3.00,50.00,15.00
2025,12,Jaleco Manuela Monster,3,3.00,775.95,258.65
2025,12,Scrub Masculino Comfy Azul Marinho,3,3.00,1073.72,357.91
2025,12,Jaleco Manuela Rosa Bebê,3,3.00,660.00,220.00
2025,12,Jaleco Clinic Branco Masculino,1,3.00,525.00,175.00
2025,12,Scrub Feminino Confy Verde Escuro,3,3.00,1080.00,360.00
2025,12,Touca Rosa Nude,1,3.00,165.00,55.00
2025,12,Jaleco Tec Easy Benicio Preto,2,3.00,1148.00,389.50
2025,12,Jaleco Tec Easy Clara Rosa,1,3.00,1230.00,410.00
2025,12,Robe Wedding Edition Branco,1,3.00,570.00,190.00
2025,12,Gorro Unissex D.  Cinza,1,3.00,195.00,65.00
2025,12,Jaleco Clinic Bege Feminino,3,3.00,525.00,175.00
2025,12,Gorro Unissex D. Rosa Nude,1,3.00,135.00,45.00
2025,12,Jaleco Clinic Es,2,2.00,430.31,215.16
2025,12,Jaleco Tec Easy Benicio Cacau,2,2.00,697.00,348.50
2025,12,Jaleco Heloisa Manga Curta Branco,1,2.00,720.00,360.00
2025,12,Jaleco Manuela Es,2,2.00,506.76,253.38
2025,12,Jaleco Diana Preto,2,2.00,980.00,490.00
2025,12,Camiseta Scrub Feminino Tec Easy Loren Avulsa,2,2.00,465.00,232.50
2025,12,Scrub Feminino Azul Marinho,2,2.00,440.00,220.00
2025,12,Avental Transpassado Hotel Preto,1,2.00,120.00,60.00
2025,12,Regata Tec Easy Poliamida Cacau,2,2.00,179.80,89.90
2025,12,Avental Transpassado Hotel Azul Marinho,1,2.00,120.00,60.00
2025,12,Jaleco Manuela Roxo,2,2.00,440.00,220.00
2025,12,Avental Linho Longo Ferrugem,2,2.00,420.00,210.00
2025,12,Scrub Feminino Bordo,2,2.00,396.00,198.00
2025,12,Jaleco Feminino Es,2,2.00,596.98,298.49
2025,12,Jaleco Tec Easy Benicio Verde Militar,2,2.00,811.69,405.85
2025,12,Jaleco Tec Easy Benicio Azul Royal,2,2.00,697.00,348.50
2025,12,Jaleco Marta Kids Es,2,2.00,300.00,150.00
2025,12,Jaleco Isabel Camel,2,2.00,920.00,460.00
2025,12,Camiseta Scrub Masculino AVULSA,1,2.00,280.00,140.00
2025,12,Avental Cirurgico,1,2.00,280.00,140.00
2025,12,Camiseta Unissex Fisioterapia Branca,2,2.00,30.00,15.00
2025,12,Scrub Feminino Princess Azul Marinho,1,2.00,660.00,330.00
2025,12,Gorro Unissex A.  Chumbo,2,2.00,100.00,50.00
2025,12,Jaleco Tec Easy Clara Azul Royal,1,2.00,820.00,410.00
2025,12,Turbante Lurex Bordo,2,2.00,140.00,70.00
2025,12,Jaleco Marta Tie Dye Manga Curta GG,1,2.00,360.00,180.00
2025,12,Scrub Feminino Verde Escuro,2,2.00,440.00,220.00
2025,12,Jaleco Noah Bege Aveia Botoes Cromado,2,2.00,880.00,440.00
2025,12,Gorro Unissex D.  Monster,2,2.00,100.00,50.00
2025,12,Jaleco Manuela Azul Bebê Detalhes Roxo Botão Escondido,1,2.00,440.00,220.00
2025,12,Scrub Masculino Comfy Preto,2,2.00,720.00,360.00
2025,12,Jaleco Manuela Azul Marinho Botão Dourado,2,2.00,420.00,210.00
2025,12,Jaleco Heloisa Branco com Preto,1,2.00,720.00,360.00
2025,12,Jaleco Tec Easy Benicio Branco,2,2.00,820.05,410.03
2025,12,Scrub Masculino Verde Escuro,2,2.00,440.00,220.00
2025,12,Jaleco Manuela Bege,2,2.00,456.42,228.21
2025,12,Jaleco Tec Easy Clara Aço,1,2.00,820.00,410.00
2025,12,Jaleco Manuela Bordô,1,2.00,440.00,220.00
2025,12,Scrub Masculino Camiseta Dente Branco Calça Preta,1,1.00,240.00,240.00
2025,12,Scrub Masculino Comfy Bege Acinzentado,1,1.00,300.00,300.00
2025,12,Scrub Masculino Confy Armany,1,1.00,360.00,360.00
2025,12,Scrub Masculino Confy Branco,1,1.00,360.00,360.00
2025,12,Scrub Masculino Confy Verde Escuro,1,1.00,360.00,360.00
2025,12,Scrub MasculinoTec Easy Lorenzo Aço,1,1.00,0.00,0.00
2025,12,Scrub MasculinoTec Easy Lorenzo Azul Royal,1,1.00,427.37,427.37
2025,12,Scrub MasculinoTec Easy Lorenzo Camel,1,1.00,405.00,405.00
2025,12,Scrub MasculinoTec Easy Lorenzo Verde Militar,1,1.00,450.00,450.00
2025,12,Touca Bege,1,1.00,55.00,55.00
2025,12,Turbante Bege,1,1.00,60.00,60.00
2025,12,Turbante Tec Easy Aço,1,1.00,54.00,54.00
2025,12,Turbante Tec Easy Azul Ciano,1,1.00,48.00,48.00
2025,12,Dolma Masculina Branca Detalhes Preto,1,1.00,200.00,200.00
2025,12,Jaleco Caleb Branco G,1,1.00,160.00,160.00
2025,12,Jaleco Cecilia Branco,1,1.00,300.00,300.00
2025,12,Perfume de Ambiente Dana Jalecos,1,1.00,89.90,89.90
2025,12,Jaleco Chloe Chumbo,1,1.00,250.00,250.00
2025,12,Jaleco Chloe Cinza,1,1.00,250.00,250.00
2025,12,Avental Cozinha Gabardine Branco,1,1.00,62.00,62.00
2025,12,Jaleco Bernardo Azul Bebe,1,1.00,180.00,180.00
2025,12,Jaleco Clinic Preto Feminino,1,1.00,175.00,175.00
2025,12,Jaleco Clinic Rosa Bebê Feminino,1,1.00,140.00,140.00
2025,12,Jaleco Dani Amarelo,1,1.00,320.00,320.00
2025,12,Jaleco Dani Chumbo,1,1.00,320.00,320.00
2025,12,Jaleco Dani Rosa Nude,1,1.00,320.00,320.00
2025,12,Jaleco Diana Branco,1,1.00,441.00,441.00
2025,12,Jaleco Ester Preto,1,1.00,340.00,340.00
2025,12,Jaleco Francis Branco Renda,1,1.00,330.00,330.00
2025,12,Jaleco Francis Preto Renda,1,1.00,330.00,330.00
2025,12,Gorro Unissex D. Tec Easy Rosa Bebê,1,1.00,59.99,59.99
2025,12,Jaleco Heitor Preto,1,1.00,230.00,230.00
2025,12,Jaleco Heloisa Amarelo,1,1.00,420.00,420.00
2025,12,Jaleco Heloisa Armany,1,1.00,360.00,360.00
2025,12,Jaleco Heloisa Azul Bebe,1,1.00,360.00,360.00
2025,12,Gorro Unissex D. Tec Easy Camel,1,1.00,60.00,60.00
2025,12,Jaleco Heloisa Bege Acinzentado,1,1.00,324.00,324.00
2025,12,Avental Linho Mediterrâneo detalhes Rosa Chá 2 em 1,1,1.00,180.00,180.00
2025,12,Bandeja Office Dupla Face,1,1.00,39.90,39.90
2025,12,Gorro Unissex D. Lurex Branco,1,1.00,70.00,70.00
2025,12,Jaleco Heloisa Manga Curta Azul Marinho,1,1.00,288.00,288.00
2025,12,Jaleco Heloisa Manga Curta Bege,1,1.00,360.00,360.00
2025,12,Gorro Unissex D. Lilás,1,1.00,45.00,45.00
2025,12,Jaleco Heloisa Rosa Nude,1,1.00,360.00,360.00
2025,12,Jaleco Heloisa Verde Escuro,1,1.00,360.00,360.00
2025,12,Jaleco Heloisa Verde Militar,1,1.00,360.00,360.00
2025,12,Jaleco Isabel Azul Marinho,1,1.00,460.00,460.00
2025,12,Gorro Unissex D. Crepe Azul Marinho,1,1.00,50.00,50.00
2025,12,Jaleco Isac Preto,1,1.00,330.00,330.00
2025,12,Calça Scrub Feminino Tec Easy Loren Avulsa,1,1.00,230.00,230.00
2025,12,Gorro Unissex D. Branco,1,1.00,40.50,40.50
2025,12,Jaleco Lis Bege,1,1.00,150.00,150.00
2025,12,Jaleco Lis Branco,1,1.00,150.00,150.00
2025,12,Jaleco Lis Branco Detalhes Floral,1,1.00,150.00,150.00
2025,12,Jaleco Manoel Azul Bebê,1,1.00,220.00,220.00
2025,12,Jaleco Manoel Bege Detalhes Azul Marinho,1,1.00,205.00,205.00
2025,12,Calça Scrub Masculino AVULSA,1,1.00,140.00,140.00
2025,12,Jaleco Caleb Azul Bebê,1,1.00,160.00,160.00
2025,12,Camiseta Unissex Fisioterapia Preta,1,1.00,20.00,20.00
2025,12,Jaleco Manoel Preto,1,1.00,165.00,165.00
2025,12,Camiseta Unissex Nutriçao  Branca GG,1,1.00,10.00,10.00
2025,12,Gorro Unissex A. Verde Escuro,1,1.00,45.00,45.00
2025,12,Camiseta Unissex Psicologia Branca,1,1.00,10.00,10.00
2025,12,Desk Pad Dupla Face,1,1.00,74.90,74.90
2025,12,Gorro Unissex A. Dente Chumbo,1,1.00,50.00,50.00
2025,12,Jaleco Manuela Branco Botão Dourado,1,1.00,210.00,210.00
2025,12,Dólmã Feminina Algodao com elastano Preto,1,1.00,260.00,260.00
2025,12,Jaleco Manuela Lilás,1,1.00,220.00,220.00
2025,12,Dolma Feminina Branca Detalhes Preto,1,1.00,180.00,180.00
2025,12,Gorro Unissex A. Bege Elastano,1,1.00,66.00,66.00
2025,12,Turbante Tec Easy Preto,1,1.00,60.00,60.00
2025,12,Jaleco Marta Azul Bebe Manga Longa,1,1.00,180.00,180.00
2025,12,Jaleco Marta Bordo Manga Curta,1,1.00,200.00,200.00
2025,12,Jaleco Branco Feminino Laila Botão Duplo Luxo Gola Invertida,1,1.00,397.17,397.17
2025,12,Jaleco Marta Lilas Manga Curta,1,1.00,200.00,200.00
2025,12,Jaleco Marta Rosa Nude Manga Curta,1,1.00,180.00,180.00
2025,12,Jaleco Marta Rosa Nude Manga Longa,1,1.00,200.00,200.00
2025,12,Jaleco Noah Branco,1,1.00,440.00,440.00
2025,12,Jaleco Paulo Branco,1,1.00,260.00,260.00
2025,12,Gorro Shine Branco Cristal,1,1.00,72.00,72.00
2025,12,Gorro  Unissex D. Crepe Camel,1,1.00,50.00,50.00
2025,12,Turbante Tec Easy Rosa Bebê,1,1.00,50.00,50.00
2025,12,Gorro  Unissex D. Azul Bebe,1,1.00,42.75,42.75
2025,12,Dolma Feminina Branca Gabardine,1,1.00,200.00,200.00
2025,12,Dolma Masculina Preta Gabardine,1,1.00,200.00,200.00
2025,12,Dolma Masculina Preta Detalhes Branco,1,1.00,200.00,200.00
2025,12,Dolma Masculina Branca Gabardine,1,1.00,200.00,200.00
2025,12,Jaleco Samuel Verde Escuro,1,1.00,360.00,360.00
2025,12,Jaleco Tec Easy Benicio Camel,1,1.00,369.00,369.00
2025,12,Kit Marcador de Página Couro Sintético Óculos Pop 6 Unidades,1,1.00,89.50,89.50
2025,12,Mouse Pad Dupla Face,1,1.00,16.90,16.90
2025,12,Dolma Feminina Preta com Detalhes Branco,1,1.00,200.00,200.00
2025,12,Porta Canetas Dupla Face,1,1.00,16.90,16.90
2025,12,Porta Copo Dupla Face,1,1.00,7.90,7.90
2025,12,Porta Objetos Dupla Face,1,1.00,19.90,19.90
2025,12,Regata Tec Easy Poliamida Branco,1,1.00,89.90,89.90
2025,12,Regata Tec Easy Poliamida Preto,1,1.00,62.93,62.93
2025,12,Scrub Comfy Feminino Bordô,1,1.00,288.00,288.00
2025,12,Scrub Feminino Camiseta Fada do Dente e Calça Lilás,1,1.00,260.00,260.00
2025,12,Scrub Feminino Camiseta Fada do Dente e Calça Rosa Bebê,1,1.00,260.00,260.00
2025,12,Scrub Feminino Comfy  Preto,1,1.00,360.00,360.00
2025,12,Scrub Feminino Comfy Chumbo,1,1.00,360.00,360.00
2025,12,Scrub Feminino Confy Verde Militar,1,1.00,324.00,324.00
2025,12,Scrub Feminino Glamour Camel,1,1.00,430.00,430.00
2025,12,Scrub Feminino Princess Bege,1,1.00,310.00,310.00
2025,12,Scrub Feminino Princess Chumbo,1,1.00,310.00,310.00
2025,12,Scrub Feminino Rosa Nude,1,1.00,220.00,220.00
2025,12,Scrub FemininoTec Easy Loren Branco,1,1.00,405.00,405.00
2025,12,Scrub FemininoTec Easy Loren Rosa Bebe,1,1.00,360.00,360.00
2025,12,Scrub FemininoTec Easy Loren Verde Militar,1,1.00,405.00,405.00
2025,12,Scrub Masculino Azul Medio,1,1.00,220.00,220.00
2025,11,Jaleco Manuela Branco,34,104.00,15051.08,157.06
2025,11,Porta Vinho Una Dupla Face,1,100.00,2700.00,27.00
2025,11,Jaleco Manoel Branco,16,93.00,13190.00,160.81
2025,11,Serviço de Bordado,29,88.00,2473.40,43.48
2025,11,Gorro Unissex D. Preto,8,62.00,1952.10,38.43
2025,11,Turbante Azul Marinho,5,55.00,2082.00,46.80
2025,11,Turbante Preto,8,52.00,2055.00,50.25
2025,11,Turbante Lurex Azul Bebe,4,42.00,1802.50,51.63
2025,11,Turbante Lurex Rosa Nude,2,40.00,1680.00,42.00
2025,11,Gorro  Unissex A.  Azul Bebê,2,40.00,1080.00,27.00
2025,11,Jaleco Manuela Chumbo,10,39.00,6129.00,171.68
2025,11,Scrub Feminino Verde Escuro,11,35.00,6545.00,199.74
2025,11,Jaleco Manuela Azul Marinho,10,32.00,5643.00,184.83
2025,11,Gorro  Unissex A. Azul Marinho,4,32.00,900.00,36.00
2025,11,Gorro Unissex A. Preto,4,30.00,830.25,32.06
2025,11,Crachá Magnético Dourado,9,30.00,1957.00,65.46
2025,11,Turbante Branco,6,29.00,1194.00,49.00
2025,11,Scrub Feminino Preto,11,28.00,4675.00,176.61
2025,11,Scrub Feminino Bordo,15,28.00,6026.00,208.74
2025,11,Jaleco Manuela Rosa Nude,10,25.00,5445.00,216.56
2025,11,Jaleco Clinic Verde Escuro Feminino,11,25.00,4375.00,175.00
2025,11,Jaleco Marta Branco Manga Longa,11,25.00,4810.50,185.40
2025,11,Gorro Unissex D. Bordô,7,25.00,917.25,40.46
2025,11,Jaleco Lis Bege,1,24.00,4080.00,170.00
2025,11,Calça Secretaria Feminino,1,24.00,2160.00,90.00
2025,11,Scrub Feminino Azul Marinho,11,22.00,4620.00,204.29
2025,11,Turbante Marrom,4,22.00,840.00,48.00
2025,11,Jaleco Manuela Preto,5,21.00,4365.00,211.50
2025,11,Jaleco Clinic Branco Feminino,18,21.00,3472.50,166.18
2025,11,Jaleco Isabel Rosa Nude,7,20.00,6231.86,335.32
2025,11,Jaleco Manoel Azul Marinho,11,19.00,3269.85,169.70
2025,11,Jaleco Isabel Off White,10,19.00,5617.60,309.96
2025,11,Jaleco Clinic Bege Feminino,17,18.00,3088.75,171.60
2025,11,Jaleco Tec Easy Clara Cacau,17,18.00,6636.29,368.68
2025,11,Jaleco Samuel Branco,15,18.00,6198.00,341.13
2025,11,Scrub Masculino Azul Marinho,12,18.00,3828.00,209.85
2025,11,Gorro Unissex D.  Azul Marinho,5,17.00,497.25,34.65
2025,11,Jaleco Samuel Azul Marinho,10,15.00,4791.62,309.90
2025,11,Jaleco Manoel Bege,14,15.00,3072.85,203.78
2025,11,Jaleco Bernardo Branco,7,15.00,2747.44,168.27
2025,11,Jaleco Laila Branco,14,15.00,5146.56,341.90
2025,11,Jaleco Manuela Azul Médio,2,14.00,2870.00,205.00
2025,11,Scrub MasculinoTec Easy Lorenzo Azul Marinho,9,14.00,6072.54,429.32
2025,11,Scrub Feminino Comfy Chumbo,5,14.00,4412.00,316.57
2025,11,Scrub Masculino Preto,9,14.00,2907.00,200.64
2025,11,Scrub Feminino Bege,8,13.00,2235.00,170.18
2025,11,Gorro Unissex A. Branco,3,13.00,541.00,39.67
2025,11,Scrub Feminino Tec Easy Loren  Azul Marinho,5,13.00,5715.00,435.00
2025,11,Jaleco Heloisa Preto,6,13.00,3672.00,296.00
2025,11,Jaleco Paulo Branco,5,13.00,3211.00,238.88
2025,11,Jaleco Lis Branco,4,13.00,1970.00,152.22
2025,11,Jaleco Dani Branco,12,12.00,3680.00,306.67
2025,11,Jaleco Samuel Chumbo,10,12.00,4032.00,336.00
2025,11,Jaleco Manoel Preto,8,12.00,2460.03,205.00
2025,11,Gorro Unissex D. Branco,4,12.00,360.00,36.00
2025,11,Jaleco Chloe Branco,11,11.00,2647.50,240.68
2025,11,Jaleco Manuela Es,10,11.00,2675.14,243.19
2025,11,Jaleco Manoel Chumbo,8,11.00,2048.85,190.61
2025,11,Jaleco Chloe Chumbo,3,11.00,2585.00,229.00
2025,11,Scrub FemininoTec Easy Loren Preto,3,11.00,4680.00,436.50
2025,11,Crachá Magnético Prata,7,10.00,629.00,64.19
2025,11,Jaleco Tec Easy Clara Branco,8,10.00,3833.50,380.39
2025,11,Jaleco Tec Easy Clara Azul Marinho,10,10.00,3977.00,397.70
2025,11,Turbante Chumbo,3,9.00,540.16,55.03
2025,11,Scrub Comfy Feminino Azul Marinho,9,9.00,3024.00,336.00
2025,11,Jaleco Isabel Preto,5,9.00,2747.93,316.16
2025,11,Gorro  Unissex D.  Bege,4,9.00,421.00,49.00
2025,11,Scrub Feminino Confy Verde Escuro,3,9.00,3260.00,364.00
2025,11,Scrub FemininoTec Easy Loren Verde Militar,8,9.00,3937.51,437.50
2025,11,Scrub Feminino Azul Médio,2,9.00,1980.00,220.00
2025,11,Jaleco Heitor Branco,8,8.00,1910.36,238.80
2025,11,Jaleco Manuela Azul Bebê,3,8.00,1527.00,186.17
2025,11,Scrub Feminino Princess Preto,3,8.00,2480.00,310.00
2025,11,Jaleco Manuela Branco Detalhes Preto,1,8.00,1640.00,205.00
2025,11,Jaleco Manuela Bordô,3,8.00,1430.00,180.40
2025,11,Scrub Comfy Feminino Bordô,7,8.00,2774.00,346.75
2025,11,Jaleco Heloisa Bege com Preto,8,8.00,2754.00,344.25
2025,11,Jaleco Manuela Verde Escuro,2,8.00,1715.00,214.00
2025,11,Jaleco Ester Preto,2,7.00,2074.00,314.50
2025,11,Avental Linho Longo Natural,3,7.00,1102.50,185.50
2025,11,Jaleco Manoel Cinza,6,7.00,1440.00,205.71
2025,11,Avental Transpassado Hotel Preto,3,7.00,437.00,57.67
2025,11,Jaleco Tec Easy Clara Preto,7,7.00,2501.00,357.29
2025,11,Scrub Masculino Comfy Preto,4,7.00,2430.00,342.00
2025,11,Jaleco Isac Chumbo,6,7.00,2194.42,310.74
2025,11,Jaleco Marta Preto Manga Curta,5,7.00,1347.00,191.17
2025,11,Jaleco Manuela Azul Marinho Botão Dourado,6,7.00,1396.50,197.75
2025,11,Jaleco Clinic Azul Bebê Feminino,5,7.00,1225.00,175.00
2025,11,Scrub Masculino Cinza,6,7.00,1600.00,226.67
2025,11,Jaleco Heloisa Bege Acinzentado,3,7.00,1746.00,248.40
2025,11,Jaleco Manoel Es,6,7.00,1607.72,229.67
2025,11,Jaleco Marta Bordo Manga Curta,6,6.00,930.00,155.00
2025,11,Jaleco Paulo Azul Marinho,3,6.00,1495.00,243.75
2025,11,Avental Linho Longo Ferrugem,2,6.00,892.50,173.25
2025,11,Touca Preta,2,6.00,347.50,59.38
2025,11,Scrub MasculinoTec Easy Lorenzo Aço,5,6.00,2252.35,391.97
2025,11,Scrub Masculino Verde Escuro,2,6.00,1166.00,194.33
2025,11,Avental Transpassado Hotel Branco,1,6.00,300.00,50.00
2025,11,Scrub Masculino Comfy Azul Marinho,2,6.00,2160.00,360.00
2025,11,Calça Scrub Feminino Glamour Preto,1,6.00,1096.50,182.75
2025,11,Jaleco Clinic Es,6,6.00,1093.00,182.17
2025,11,Scrub Masculino Chumbo,6,6.00,1234.68,205.78
2025,11,Jaleco Diana Branco,2,6.00,2768.53,447.13
2025,11,Jaleco Diana Preto,3,6.00,2768.50,447.13
2025,11,Jaleco Heloisa Armany,5,6.00,2052.00,342.00
2025,11,Scrub FemininoTec Easy Loren  Camel,1,6.00,2700.00,450.00
2025,11,Jaleco Isac Branco,6,6.00,1980.00,330.00
2025,11,Scrub Feminino Comfy  Preto,3,6.00,2160.00,360.00
2025,11,Jaleco Manuela Lilás,3,6.00,1400.00,232.00
2025,11,Dolma Feminina Preta com Detalhes Branco,3,5.00,974.00,195.67
2025,11,Jaleco Paulo Chumbo,3,5.00,1149.00,223.00
2025,11,Scrub Feminino Confy Verde Militar,2,5.00,1880.00,370.00
2025,11,Jaleco Rute Azul Marinho,3,5.00,1750.00,350.00
2025,11,Jaleco Rute Bege Aveia,5,5.00,1750.00,350.00
2025,11,Scrub Masculino Bordô,5,5.00,1023.00,204.60
2025,11,Jaleco Chloe Cinza,2,5.00,1250.00,250.00
2025,11,Jaleco Samuel Bege Acinzentado,4,5.00,1368.00,279.00
2025,11,Scrub Feminino Chumbo,2,5.00,1100.00,220.00
2025,11,Jaleco Tec Easy Clara Verde Militar,4,5.00,1752.25,371.44
2025,11,Scrub FemininoTec Easy Loren Cacau,2,5.00,2248.54,449.51
2025,11,Scrub Comfy Feminino Branco,3,5.00,1759.16,353.19
2025,11,Jaleco Tec Easy Clara Rosa,5,5.00,1845.00,369.00
2025,11,Jaleco Tec Easy Benicio Verde Militar,4,5.00,1629.25,340.69
2025,11,Jaleco Manoel Verde Escuro,3,5.00,1055.00,212.50
2025,11,Scrub MasculinoTec Easy Lorenzo Verde Militar,5,5.00,2145.22,429.04
2025,11,Regata Tec Easy Poliamida Preto,1,5.00,382.10,76.42
2025,11,Jaleco Marta Lilas Manga Curta,4,5.00,1000.00,200.00
2025,11,Jaleco Joao Branco Vies Preto e Botao Escondido,3,4.00,905.06,225.02
2025,11,Scrub FemininoTec Easy Loren Magenta,1,4.00,1800.00,450.00
2025,11,Jaleco Dani Rosa Nude,4,4.00,960.00,240.00
2025,11,Jaleco Isac Preto,3,4.00,1310.50,326.83
2025,11,Jaleco Clinic Rosa Bebê Feminino,4,4.00,542.50,135.63
2025,11,Jaleco Clinic Preto Feminino,4,4.00,700.00,175.00
2025,11,Scrub Feminino Rosa Nude,4,4.00,880.00,220.00
2025,11,Jaleco Chloe Rosa Nude com Preto,4,4.00,1000.00,250.00
2025,11,Colete Ayla Branco,4,4.00,1199.60,299.90
2025,11,Scrub Feminino Glamour Azul Marinho,3,4.00,1376.00,344.00
2025,11,Scrub Masculino Confy Armany,4,4.00,1460.00,365.00
2025,11,Jaleco Manoel Azul Médio,2,4.00,845.82,213.61
2025,11,Scrub Masculino Confy Bordô,2,4.00,1332.00,333.00
2025,11,Scrub Masculino Confy Branco,1,4.00,1440.00,360.00
2025,11,Scrub Masculino Confy Chumbo,4,4.00,1426.39,356.60
2025,11,Jaleco Tec Easy Benicio Azul Marinho,4,4.00,1496.50,374.13
2025,11,Jaleco Tec Easy Benicio Aço,3,4.00,1239.75,317.58
2025,11,Scrub Feminino Cinza,2,4.00,920.00,230.00
2025,11,Jaleco Tec Easy Clara Aço,4,4.00,1640.00,410.00
2025,11,Jaleco Manuela Cinza,2,4.00,835.00,210.00
2025,11,Jaleco Rute Bege Acinzentado,3,4.00,1050.00,262.50
2025,11,Jaleco Manuela Monster,4,4.00,964.12,241.03
2025,11,Jaleco Paulo Cinza,1,4.00,1040.00,260.00
2025,11,Jaleco Heloisa Azul Marinho,3,4.00,1314.00,318.00
2025,11,Jaleco Heloisa Bege Aveia,4,4.00,1440.00,360.00
2025,11,Calça Scrub Feminina AVULSA,2,3.00,300.00,100.00
2025,11,Scrub MasculinoTec Easy Lorenzo Preto,3,3.00,1167.32,389.11
2025,11,Jaleco Isac Azul Swet Denin,3,3.00,881.52,293.84
2025,11,Turbante Azul Bebê,3,3.00,162.00,54.00
