ano,mes,produto,total_pedidos,total_quantidade,total_receita,preco_medio
2026,4,Gorro Unissex D. Lilás,2,122.00,4636.00,38.00
2026,4,Scrub Feminino Lilas,2,122.00,26840.00,220.00
2026,4,Jaleco Marta Branco Manga Longa,6,70.00,12333.38,182.58
2026,4,Scrub Feminino Preto,10,64.00,14200.00,223.64
2026,4,Scrub Feminino Azul Bebê,3,57.00,12540.00,220.00
2026,4,Scrub Feminino Azul Marinho,10,56.00,12391.99,223.60
2026,4,Gorro  Unissex D. Azul Bebe,2,54.00,2052.00,38.00
2026,4,Mouse Pad Dupla Face,11,54.00,912.60,16.90
2026,4,Gorro Unissex D.  Azul Marinho,3,53.00,2021.00,39.75
2026,4,Serviço de Bordado,7,48.00,1360.00,64.44
2026,4,Porta Canetas Dupla Face,6,46.00,777.40,16.90
2026,4,Desk Pad Dupla Face,6,46.00,3445.40,74.90
2026,4,Porta Copo Dupla Face,5,44.00,347.60,7.90
2026,4,Bandeja Office Dupla Face,5,44.00,1755.60,39.90
2026,4,Porta Objetos Dupla Face,5,44.00,875.60,19.90
2026,4,Jaleco Bernardo Branco,4,41.00,7370.00,194.50
2026,4,Scrub Masculino Preto,6,39.00,8600.00,221.43
2026,4,Scrub Feminino Chumbo,12,38.00,8665.12,237.95
2026,4,Jaleco Manuela Azul Marinho Detalhes Dourado,1,28.00,6020.00,215.00
2026,4,Jaleco Manuela Verde Escuro,3,27.00,5580.00,209.09
2026,4,Jaleco Manuela Chumbo Botão Dourado,1,26.00,5330.00,205.00
2026,4,Turbante Preto,4,25.00,1518.06,63.01
2026,4,Gorro Unissex A. Preto,6,24.00,1104.76,48.10
2026,4,Turbante Branco,3,23.00,1398.58,64.65
2026,4,Turbante Azul Marinho,2,22.00,1332.56,64.19
2026,4,Jaleco Manuela Branco,11,19.00,3810.98,200.65
2026,4,Jaleco Manuela Es,6,19.00,4831.80,265.52
2026,4,Jaleco Manoel Bege,12,16.00,3299.95,217.85
2026,4,Gorro Unissex D. Chumbo,3,15.00,683.75,47.92
2026,4,Jaleco Manoel Azul Marinho Detalhes Dourado,1,14.00,3010.00,215.00
2026,4,Jaleco Chloe Preto,1,13.00,3445.00,265.00
2026,4,Jaleco Tec Easy Clara Azul Marinho,9,13.00,5528.50,424.88
2026,4,Scrub Feminino Rosa Nude,8,12.00,2835.04,239.50
2026,4,Scrub Masculino Azul Marinho,7,12.00,2829.12,237.19
2026,4,Jaleco Manuela Rosa Nude,3,11.00,2395.00,228.33
2026,4,Scrub Feminino Comfy  Preto,3,10.00,3720.00,368.00
2026,4,Scrub Feminino Bege,4,10.00,2384.00,238.67
2026,4,Jaleco Manoel Azul Marinho,3,10.00,2365.00,230.71
2026,4,Scrub Masculino Chumbo,3,9.00,1922.38,205.60
2026,4,Jaleco Tec Easy Clara Cacau,7,9.00,3853.06,428.12
2026,4,Jaleco Chloe Chumbo,1,8.00,2240.00,280.00
2026,4,Turbante Chumbo,2,8.00,505.12,63.14
2026,4,Jaleco Manuela Azul Marinho,2,8.00,1685.00,214.00
2026,4,Scrub FemininoTec Easy Loren Azul Ciano,2,8.00,3578.92,446.99
2026,4,Scrub FemininoTec Easy Loren Aço,2,8.00,3687.32,467.46
2026,4,Scrub Feminino Verde Escuro,6,8.00,1760.00,220.00
2026,4,Camiseta Scrub Feminina AVULSA,1,8.00,880.00,110.00
2026,4,Bordado - Escrita Nome,1,8.00,160.00,20.00
2026,4,Jaleco Chloe Branco,4,8.00,1996.52,239.42
2026,4,Jaleco Manoel Preto,2,7.00,1762.69,252.54
2026,4,Gorro Unissex D. Preto,4,7.00,315.00,45.00
2026,4,Jaleco Manuela Azul Médio,4,7.00,1615.00,235.00
2026,4,Scrub Feminino Tec Easy Loren  Azul Marinho,4,7.00,3170.00,454.00
2026,4,Scrub FemininoTec Easy Loren Verde Militar,3,7.00,3181.42,454.49
2026,4,Regata Tec Easy Poliamida Cappuccino,1,6.00,539.40,89.90
2026,4,Turbante Tec Easy Camel,2,6.00,360.00,60.00
2026,4,Scrub Masculino Comfy Bege Aveia,1,6.00,2160.00,360.00
2026,4,CONSERTO,4,6.00,54.00,10.60
2026,4,Crachá Magnético Dourado,6,6.00,415.47,69.25
2026,4,Gorro Unissex A. Branco,2,6.00,282.38,51.19
2026,4,Jaleco Isabel Off White,4,6.00,2820.00,470.00
2026,4,Jaleco Tec Easy Clara Branco,6,6.00,2500.00,416.67
2026,4,Jaleco Tec Easy Benicio Azul Marinho,5,6.00,2668.36,444.73
2026,4,Scrub Feminino Comfy Chumbo,3,5.00,1800.00,360.00
2026,4,Scrub FemininoTec Easy Loren Rosa Bebe,2,5.00,2250.00,450.00
2026,4,Scrub Comfy Feminino Azul Marinho,4,5.00,1840.00,368.00
2026,4,Jaleco Manoel Branco,5,5.00,975.34,195.07
2026,4,Turbante Tec Easy Rosa Bebê,1,5.00,300.00,60.00
2026,4,Gorro Unissex D. Branco,1,5.00,225.00,45.00
2026,4,Scrub Feminino Comfy Bege Aveia,2,5.00,1789.28,356.43
2026,4,Jaleco Manuela Azul Marinho Botão Dourado,2,5.00,1300.00,257.50
2026,4,Turbante Tec Easy Verde Militar,1,5.00,300.00,60.00
2026,4,Scrub FemininoTec Easy Loren Preto,1,5.00,2250.00,450.00
2026,4,Jaleco Manuela Algodao Branco,3,5.00,1000.00,200.00
2026,4,Gorro Unissex A.  Chumbo,3,5.00,274.52,54.90
2026,4,Jaleco Manuela Cinza,1,4.00,820.00,205.00
2026,4,Jaleco Manuela Preto,1,4.00,1000.00,250.00
2026,4,Jaleco Tec Easy Benicio Camel,2,4.00,1901.20,475.30
2026,4,Turbante Rosa Nude,2,4.00,252.56,63.14
2026,4,Jaleco Heitor Branco,3,4.00,1107.70,275.90
2026,4,Scrub Feminino Bordo,3,4.00,920.00,230.00
2026,4,Gorro  Unissex A. Azul Marinho,1,4.00,152.00,38.00
2026,4,Camiseta Scrub Masculino AVULSA,1,4.00,440.00,110.00
2026,4,Scrub Comfy Feminino Rosa Nude,3,4.00,1460.00,366.67
2026,4,Scrub Profissional Feminino Glamour Rosa Nude,1,4.00,1840.00,460.00
2026,4,Scrub Masculino Branco,2,4.00,965.00,248.33
2026,4,Scrub MasculinoTec Easy Lorenzo Aço,3,4.00,2149.28,537.32
2026,4,Jaleco Samuel Branco,2,4.00,780.00,260.00
2026,4,Gorro Unissex D.  Cinza,1,4.00,180.00,45.00
2026,4,Jaleco Manoel Verde Escuro,3,4.00,878.50,219.63
2026,4,Jaleco Isabel Preto,3,4.00,1900.00,475.00
2026,4,Scrub MasculinoTec Easy Lorenzo Verde Militar,4,4.00,1813.00,453.25
2026,4,Gorro Unissex A. Dente Azul Marinho,2,4.00,200.00,50.00
2026,4,Jaleco Isac Preto,3,4.00,1320.30,330.08
2026,4,Gorro  Unissex A.  Bege,2,3.00,135.00,45.00
2026,4,Dolma Feminina Branca Gabardine,2,3.00,740.00,245.00
2026,4,Jaleco Clinic Bege Feminino,1,3,585,195.00
2026,4,Camiseta Scrub Feminino CONFY AVULSA,1,3,590,200.00
2026,4,Calça Scrub Feminino CONFY AVULSA,2,3.00,570.00,190.00
2026,4,Jaleco Heloisa Bege Aveia,2,3.00,1140.00,380.00
2026,4,Jaleco Heloisa Branco,3,3.00,1140.00,380.00
2026,4,Jaleco Isac Branco,3,3.00,1114.13,371.38
2026,4,Jaleco Manoel Azul Médio,2,3.00,705.00,235.00
2026,4,Jaleco Manoel Chumbo,2,3.00,660.00,220.00
2026,4,Jaleco Manoel Es,3,3.00,861.40,287.13
2026,4,Jaleco Manuela Circo,2,3.00,787.16,262.39
2026,4,Jaleco Paulo Preto,2,3.00,773.73,254.37
2026,4,Jaleco Tec Easy Benicio Branco,3,3.00,1366.12,455.37
2026,4,Scrub Feminino Branco,2,3.00,719.10,239.70
2026,4,Scrub Feminino Camiseta Liga da Fofura e Calça Azul Bebê,2,3.00,945.96,315.32
2026,4,Scrub FemininoTec Easy Loren Cacau,2,3.00,1437.32,479.11
2026,4,Turbante Marrom,2,3.00,180.00,60.00
2026,4,Jaleco Tec Easy Clara Preto,2,2.00,840.00,420.00
2026,4,Jaleco Manuela Bege,1,2.00,423.00,211.50
2026,4,Jaleco Mariah Rosa Nude,1,2.00,600.00,300.00
2026,4,Jaleco Marta Branco Manga Curta,2,2.00,440.00,220.00
2026,4,Jaleco Marta Cinza Manga Longa,1,2.00,400.00,200.00
2026,4,Jaleco Marta Rosa Nude Manga Longa,1,2.00,375.24,187.62
2026,4,Gorro Unissex A. Dente Branco,1,2.00,108.00,54.00
2026,4,Jaleco Manoel Cinza,1,2.00,410.00,205.00
2026,4,Jaleco Tec Easy Benicio Azul Royal,1,2.00,774.00,387.00
2026,4,Gorro Unissex A. Bordô,1,2.00,90.00,45.00
2026,4,Jaleco Manoel Bordô,2,2.00,525.38,262.69
2026,4,Jaleco Tec Easy Benicio Preto,2,2.00,882.00,441.00
2026,4,Jaleco Tec Easy Clara Camel,1,2.00,940.00,470.00
2026,4,Jaleco Tec Easy Clara Magenta,1,2.00,903.06,451.53
2026,4,Macacão Feminino Manga Curta Preto,1,2.00,860.00,430.00
2026,4,Jaleco Heloisa Swit Denin,1,2.00,760.00,380.00
2026,4,Jaleco Heloisa Manga Curta Preto,1,2.00,760.00,380.00
2026,4,Jaleco Heloisa Bege Acinzentado,1,2.00,760.00,380.00
2026,4,Regata Tec Easy Poliamida Cacau,1,2.00,179.80,89.90
2026,4,Jaleco Heloisa Azul Marinho,2,2.00,760.00,380.00
2026,4,Regata Tec Easy Poliamida Preto,1,2.00,179.80,89.90
2026,4,Regata Tec Easy Poliamida Verde Militar,1,2.00,179.80,89.90
2026,4,Jaleco Chloe Cinza,1,2.00,560.00,280.00
2026,4,Scrub Feminino Verde Claro,1,2.00,440.00,220.00
2026,4,Turbante Verde Militar,1,2.00,132.56,66.28
2026,4,Scrub Masculino Bordô,1,2.00,440.00,220.00
2026,4,Scrub Masculino Comfy Azul Marinho,1,2.00,639.38,319.69
2026,4,Jaleco Feminino Isabel Manga Longa Manga Bufante Princesa Com Fecho De Zíper De Metal Acinturado Tecido Crepe Com Elasta,1,2.00,1069.98,534.99
2026,4,Scrub Masculino Comfy Verde Militar,1,2.00,720.00,360.00
2026,4,Jaleco Dani Amarelo,1,2.00,571.78,285.89
2026,4,Jaleco Clinic Es,2,2.00,483.44,241.72
2026,4,Scrub MasculinoTec Easy Lorenzo Azul Marinho,1,2.00,900.00,450.00
2026,4,Scrub MasculinoTec Easy Lorenzo Preto,1,2.00,1020.90,510.45
2026,4,Jaleco Clinic Chumbo Feminino,1,2.00,390.00,195.00
2026,4,Jaleco Clinic Branco Feminino,2,2.00,400.00,200.00
2026,4,Jaleco Chloe Rosa Nude com Preto,1,2.00,560.00,280.00
2026,4,Avental Linho Preto Regulável,1,2.00,360.00,180.00
2026,4,Gorro Unissex D. Rosa Bebê,2,2.00,90.00,45.00
2026,4,Gorro Unissex D.  Azul Marinho Elastano,1,2,100,50.00
2026,4,Turbante Lurex Branco Prata,1,2.00,140.00,70.00
2026,4,Turbante Nude,1,2.00,132.56,66.28
2026,4,Gorro Unissex A. Planetas,2,2.00,126.26,63.13
2026,4,Gorro Unissex A. Fitas Tape,1,2.00,126.26,63.13
2026,4,Jaleco Manuela Lilás,1,2.00,500.00,250.00
2026,4,Gorro Unissex A. Brasil,1,1.00,50.00,50.00
2026,4,Gorro Unissex A. Cardio Blue,1,1.00,63.13,63.13
2026,4,Gorro Unissex A. Chumbo Elastano,1,1.00,50.00,50.00
2026,4,Scrub Feminino Azul Médio,1,1.00,280.00,280.00
2026,4,Gorro Unissex A. Cinza,1,1.00,45.00,45.00
2026,4,Gorro Unissex D. Bordô,1,1.00,53.75,53.75
2026,4,Jaleco Manuela Bordô,1,1.00,270.00,270.00
2026,4,Turbante Tie Dye,1,1.00,66.02,66.02
2026,4,Gorro Unissex A. Dente Chumbo,1,1.00,50.00,50.00
2026,4,Jaleco Clinic Preto Feminino,1,1,195,195.00
2026,4,Scrub Feminino Comfy  Verde Claro,1,1.00,420.00,420.00
2026,4,Gorro Unissex A. Games,1,1.00,63.13,63.13
2026,4,Gorro Unissex A. Preto Elastano,1,1,50,50.00
2026,4,Scrub Feminino Glamour Camel,1,1.00,430.00,430.00
2026,4,Scrub Feminino Glamour Preto,1,1.00,430.00,430.00
2026,4,Jaleco Gestante,1,1.00,180.00,180.00
2026,4,Jaleco Feminino Manga Longa Manuela Gola Padre Fechamento De Botão Gabardine Não Amassa PPP Ao G3,1,1.00,0.00,0.00
2026,4,Scrub Feminino Princess Azul Marinho,1,1.00,310.00,310.00
2026,4,Scrub Feminino Princess Rosa Nude,1,1.00,310.00,310.00
2026,4,Crachá Magnético Prata,1,1.00,69.90,69.90
2026,4,Dolma Feminina Algodao com elastano Branco,1,1.00,310.00,310.00
2026,4,Touca Branca com Vies Dourado,1,1.00,55.00,55.00
2026,4,Jaleco Clinic Azul Marinho Feminino,1,1.00,195.00,195.00
2026,4,Jaleco Ester Branco,1,1.00,360.00,360.00
2026,4,Gorro  Unissex D.  Bege,1,1.00,53.75,53.75
2026,4,Scrub FemininoTec Easy Loren Azul Royal,1,1.00,450.00,450.00
2026,4,Turbante Roxo,1,1.00,60.00,60.00
2026,4,Jaleco Heitor Azul Marinho,1,1.00,300.00,300.00
2026,4,Gorro  Unissex D. Dinos,1,1.00,50.00,50.00
2026,4,Gorro Cirúrgico Unissex,1,1.00,0.00,0.00
2026,4,Jaleco Manuela Azul Marinho Detalhes Rosa Pink,1,1,240,240.00
2026,4,Jaleco Bernardo Verde Escuro,1,1.00,240.00,240.00
2026,4,Jaleco Marta Preto Manga Longa,1,1,231.86,231.86
2026,4,Scrub Masculino Bege,1,1.00,220.00,220.00
2026,4,Jaleco Noah Bege Acinzentado Botoes Cromado,1,1.00,460.00,460.00
2026,4,Jaleco Noah Branco,1,1.00,0.00,0.00
2026,4,Jaleco Paulo Branco,1,1.00,289.00,289.00
2026,4,Turbante Tec Easy Branco,1,1.00,60.00,60.00
2026,4,Jaleco Samuel Azul Marinho,1,1.00,339.74,339.74
2026,4,Jaleco Manoel Verde Claro,1,1.00,205.00,205.00
2026,4,Gorro Unissex A. Armany Elastano,1,1.00,50.00,50.00
2026,4,Jaleco Clinic Rosa Bebê Feminino,1,1.00,195.00,195.00
2026,4,Scrub Masculino Cinza,1,1,220,220.00
2026,4,Turbante Branco Brilho,1,1.00,60.00,60.00
2026,4,Jaleco Manuela Fada do Dente,1,1.00,319.75,319.75
2026,4,Jaleco Tec Easy Benicio Verde Militar,1,1.00,430.00,430.00
2026,4,Jaleco Tec Easy Clara Aço,1,1.00,0.00,0.00
2026,4,Jaleco Tec Easy Clara Azul Ciano,1,1.00,430.00,430.00
2026,4,Jaleco Lis Branco Detalhes Lego Rosa,1,1,150,150.00
2026,4,Jaleco Tec Easy Clara Azul Royal,1,1.00,430.00,430.00
2026,4,Jaleco Isac Azul Swet Denin,1,1,360,360.00
2026,4,Jaleco Isabel Azul Bebê,1,1.00,408.00,408.00
2026,4,"Turbante de Microfibra para Cabelo 2 em 1 | Macio, Leve e Confortável, Alta Absorção e Secagem Rápida | Ideal para Skinc",1,1.00,0.00,0.00
2026,4,Jaleco Manuela Rosa Pink Detalhes Azul Marinho,1,1.00,240.00,240.00
2026,4,Jaleco Manuela Roxo,1,1,250,250.00
2026,4,Jaleco Tec Easy Clara Rosa,1,1.00,430.00,430.00
2026,4,Scrub Masculino Verde Claro,1,1.00,220.00,220.00
2026,4,Macacão Feminino Manga Curta Verde Escuro,1,1.00,430.00,430.00
2026,4,Turbante Lurex Camel Dourado,1,1.00,70.00,70.00
2026,4,Scrub MasculinoTec Easy Lorenzo Azul Ciano,1,1,537.32,537.32
2026,4,Turbante Vermelho,1,1.00,60.00,60.00
2026,4,Jaleco Heloisa Bege,1,1.00,380.00,380.00
2026,4,Scrub MasculinoTec Easy Lorenzo Marrom (Coffe),1,1.00,423.00,423.00
2026,4,Jaleco Manuela Monster,1,1.00,310.44,310.44
2026,4,Jaleco Manuela Chumbo,1,1,132,132.00
2026,4,Regata Tec Easy Poliamida Rosa Bebê,1,1.00,89.90,89.90
2026,4,Turbante Rosa Bebe,1,1.00,60.00,60.00
2026,4,Robe Wedding Edition Branco,1,1.00,230.00,230.00
2026,4,Jaleco Heloisa Armany,1,1.00,380.00,380.00
2026,4,Scrub Comfy Feminino Branco,1,1.00,360.00,360.00
2026,3,Jaleco Manuela Branco,90,135.00,22602.66,181.43
2026,3,Crachá Magnético Dourado,26,69.00,4354.00,67.03
2026,3,Jaleco Manoel Branco,25,57.00,7991.83,166.07
2026,3,Gorro Unissex D. Preto,4,57.00,2173.00,39.75
2026,3,Serviço de Bordado,13,48.00,1390.00,50.00
2026,3,Gorro Unissex D.  Cinza,3,44.00,1700.00,42.67
2026,3,Jaleco Marta Branco Manga Longa,40,44.00,8186.89,186.51
2026,3,Scrub Feminino Azul Marinho,21,38.00,8342.23,219.89
2026,3,Scrub Feminino Bege,10,35.00,8294.59,229.86
2026,3,Scrub Feminino Preto,10,28.00,5126.00,183.86
2026,3,Jaleco Clinic Branco Feminino,23,28.00,5518.00,197.07
2026,3,Scrub Feminino Verde Escuro,13,28.00,6376.53,225.08
2026,3,Scrub Feminino Glamour Azul Marinho,7,28.00,12200.00,433.33
2026,3,Jaleco Manuela Azul Marinho,11,27.00,5967.00,214.19
2026,3,Jaleco Manoel Azul Marinho,8,25.00,5710.00,209.29
2026,3,Gorro Unissex D. Bordô,5,24.00,756.50,34.15
2026,3,Jaleco Heloisa Branco,15,23.00,8483.89,371.99
2026,3,Jaleco Manuela Algodao Branco,22,22.00,4489.00,204.05
2026,3,Jaleco Bernardo Branco,18,21.00,3741.00,177.83
2026,3,Scrub Feminino Bordo,16,21.00,4565.00,216.76
2026,3,Jaleco Manoel Bege,20,21.00,4493.92,213.70
2026,3,Gorro Unissex D. Branco,4,19.00,851.00,41.00
2026,3,Gorro  Unissex A. Azul Marinho,2,19.00,1035.00,55.00
2026,3,Scrub Feminino Rosa Nude,4,16.00,3509.00,218.17
2026,3,Jaleco Manuela Cinza,3,16.00,3880.00,250.00
2026,3,Jaleco Maitê Branco,3,16.00,2880.00,180.00
2026,3,Jaleco Clinic Es,14,16.00,3346.55,208.77
2026,3,Jaleco Bernardo Azul Marinho,1,15.00,2700.00,180.00
2026,3,Scrub Masculino Preto,8,14.00,2497.00,194.33
2026,3,Scrub Feminino Chumbo,12,14.00,2990.00,212.50
2026,3,Jaleco Manoel Chumbo,9,13.00,2425.22,194.12
2026,3,Scrub Masculino Azul Marinho,11,12.00,2612.35,217.49
2026,3,Jaleco Chloe Cinza,7,12.00,3000.00,250.00
2026,3,Jaleco Manu Branco detalhes Vies Rosa Nude rec Princesa,1,12.00,3360.00,280.00
2026,3,Scrub MasculinoTec Easy Lorenzo Verde Militar,12,12.00,5073.46,422.79
2026,3,Scrub Feminino Comfy  Preto,4,11.00,4240.00,368.00
2026,3,Jaleco Manuela Lilás,3,11.00,2412.84,218.21
2026,3,Jaleco Manuela Es,11,11.00,2763.27,251.21
2026,3,Jaleco Tec Easy Clara Azul Marinho,7,11.00,4610.00,416.67
2026,3,Scrub Comfy Feminino Azul Marinho,8,11.00,3974.02,357.11
2026,3,Jaleco Heloisa Bege Aveia,8,11.00,4040.00,365.00
2026,3,Jaleco Manuela Verde Escuro,1,11.00,2640.00,240.00
2026,3,Crachá Magnético Prata,8,10.00,646.59,67.72
2026,3,Scrub Masculino Chumbo,9,10.00,2179.66,217.74
2026,3,Camiseta Scrub Feminina AVULSA,7,9.00,1240.00,134.29
2026,3,Gorro Unissex A. Preto,2,9.00,498.07,56.54
2026,3,Vestido Confy Preto,2,9.00,1050.00,131.25
2026,3,Jaleco Manuela Azul Médio,3,9.00,1904.55,213.51
2026,3,Scrub Feminino Tec Easy Loren  Azul Marinho,9,9.00,3624.75,402.75
2026,3,Kit Avental Infantil,2,9.00,1015.00,126.88
2026,3,Jaleco Manuela Chumbo,6,9.00,1767.00,190.88
2026,3,Scrub Masculino Comfy Preto,1,8.00,3200.00,400.00
2026,3,Jaleco Manuela Bege,6,8.00,1798.22,225.46
2026,3,Scrub Feminino Rosa Pink,3,8.00,1705.00,210.83
2026,3,Calça Scrub Feminina AVULSA,6,8.00,800.00,100.00
2026,3,Jaleco Manoel Es,8,8.00,2034.68,254.34
2026,3,Turbante Marrom,4,8.00,321.00,44.25
2026,3,Scrub Feminino Princess Bege,2,7.00,1937.50,251.88
2026,3,Jaleco Chloe Branco,7,7.00,1630.13,232.88
2026,3,Jaleco Manuela Rosa Nude,3,7.00,1600.00,228.00
2026,3,Gorro Unissex D.  Azul Marinho,4,7.00,395.00,50.00
2026,3,Jaleco Clinic Bege Feminino,5,6.00,1041.25,173.54
2026,3,Scrub FemininoTec Easy Loren Verde Militar,5,6.00,2700.00,450.00
2026,3,Scrub Feminino Princess Rosa Nude,4,6.00,1860.00,310.00
2026,3,Jaleco Manuela Preto,3,6.00,1205.00,200.00
2026,3,Jaleco Tec Easy Clara Cacau,5,6.00,2446.06,407.68
2026,3,Jaleco Isac Branco,5,6.00,1843.39,302.68
2026,3,Jaleco Tec Easy Benicio Verde Militar,6,6.00,2383.30,397.22
2026,3,Jaleco Tec Easy Benicio Camel,2,6.00,2382.71,371.36
2026,3,Scrub Masculino Verde Escuro,4,6.00,1320.00,220.00
2026,3,Jaleco Tec Easy Clara Camel,3,6.00,2460.00,410.00
2026,3,Camiseta Scrub Feminino Glamour AVULSA,2,6.00,1360.00,230.00
2026,3,Camiseta Scrub Masculino AVULSA,3,6.00,870.00,137.50
2026,3,Camiseta Scrub Feminino CONFY AVULSA,2,6.00,1260.00,210.00
2026,3,Scrub Feminino Glamour Off White,2,6.00,1548.00,258.00
2026,3,Gorro Unissex D. Rosa Bebê,2,5.00,168.75,33.75
2026,3,Jaleco Caleb Branco M,1,5.00,900.00,180.00
2026,3,Jaleco Heloisa Bege com Preto,5,5.00,1800.00,360.00
2026,3,Scrub FemininoTec Easy Loren Preto,5,5.00,2173.56,434.71
2026,3,Jaleco Manuela Verde Claro,5,5.00,1015.36,203.07
2026,3,Jaleco Manoel Algodao Branco,5,5.00,1000.00,200.00
2026,3,Jaleco Heloisa Bordô,3,5.00,1134.00,226.80
2026,3,Jaleco Manoel Cinza,4,5.00,1220.00,235.00
2026,3,Jaleco Ester Branco,5,5.00,1592.21,318.44
2026,3,Jaleco Manuela Chumbo Botão Dourado,1,5.00,1025.00,205.00
2026,3,Scrub Feminino Branco,5,5.00,929.19,185.84
2026,3,Gorro Unissex A. Bordô,3,5.00,189.46,45.15
2026,3,Jaleco Tec Easy Clara Branco,5,5.00,1930.17,386.03
2026,3,Regata Tec Easy Poliamida Preto,3,5.00,427.03,84.28
2026,3,Jaleco Manuela Fada do Dente,4,4.00,1060.00,265.00
2026,3,Calça Secretaria Feminino,1,4.00,420.00,105.00
2026,3,Calça Scrub Feminino Tec Easy Loren Avulsa,1,4.00,900.00,225.00
2026,3,Jaleco Isabel Off White,4,4.00,1694.56,423.64
2026,3,Dolma Feminina Algodao com elastano Branco,2,4.00,1028.00,254.00
2026,3,Jaleco Tec Easy Benicio Azul Marinho,4,4.00,1503.01,375.75
2026,3,Jaleco Manu Preto detalhes Vies Dourado rec Princesa,1,4.00,920.00,230.00
2026,3,CONSERTO,4,4.00,3.00,0.75
2026,3,Jaleco Manuela Tangerina,3,4.00,900.00,226.67
2026,3,Camiseta Scrub Feminino Tec Easy Loren Avulsa,1,4.00,900.00,225.00
2026,3,Scrub Feminino Azul Médio,3,4.00,866.72,215.57
2026,3,Scrub Comfy Feminino Rosa Nude,3,4.00,1450.00,350.00
2026,3,Jaleco Manuela Azul Marinho Botão Dourado,4,4.00,827.50,206.88
2026,3,Scrub FemininoTec Easy Loren  Camel,3,4.00,1755.00,435.00
2026,3,Gorro  Unissex D.  Verde Escuro,2,4.00,168.75,39.38
2026,3,Jaleco Samuel Azul Marinho,4,4.00,1419.74,354.94
2026,3,Jaleco Samuel Verde Escuro,3,3.00,886.50,295.50
2026,3,Gorro Unissex A. Dente Azul Marinho,3,3.00,181.69,60.56
2026,3,Jaleco Bernardo Kids Branco,3,3.00,450.00,150.00
2026,3,Calça Scrub Feminino CONFY AVULSA,2,3.00,510.00,170.00
2026,3,Jaleco Chloe Preto,3,3.00,750.00,250.00
2026,3,Jaleco Chloe Rosa Nude com Preto,3,3.00,750.00,250.00
2026,3,Jaleco Clinic Branco Masculino,3,3.00,681.25,227.08
2026,3,Jaleco Clinic Preto Feminino,3,3.00,496.75,165.58
2026,3,Jaleco Clinic Rosa Bebê Feminino,3,3.00,450.01,150.00
2026,3,Jaleco Clinic Verde Escuro Feminino,3,3.00,516.25,172.08
2026,3,Jaleco Dani Branco,3,3.00,960.00,320.00
2026,3,Jaleco Feminino Poliamida Tec Easy Azul Marinho Ppp Ao G3,3,3.00,1222.15,407.38
2026,3,Jaleco Gestante,2,3.00,540.00,180.00
2026,3,Jaleco Heloisa Azul Marinho,2,3.00,940.00,313.33
2026,3,Jaleco Heloisa Bege Acinzentado,1,3.00,1080.00,360.00
2026,3,Jaleco Heloisa Preto,3,3.00,990.00,330.00
2026,3,Jaleco Heloisa Verde Escuro,2,3.00,1080.00,370.00
2026,3,Jaleco Manoel Azul Médio,1,3.00,615.00,205.00
2026,3,Jaleco Manuela Monster,2,3.00,707.70,235.90
2026,3,Jaleco Manuela Preto Botão Dourado,1,3.00,615.00,205.00
2026,3,Jaleco Paulo Dinos,3,3.00,718.29,239.43
2026,3,Jaleco Rute Bege Aveia,2,3.00,875.00,291.67
2026,3,Jaleco Rute Branco,3,3.00,1002.04,334.01
2026,3,Jaleco Samuel Bordo,1,3.00,1080.00,360.00
2026,3,Jaleco Tec Easy Benicio Branco,2,3.00,1025.00,358.75
2026,3,Jaleco Tec Easy Benicio Preto,3,3.00,922.50,307.50
2026,3,Jaleco Tec Easy Clara Preto,2,3.00,1141.00,379.59
2026,3,Regata Tec Easy Poliamida Verde Militar,3,3.00,242.73,80.91
2026,3,Scrub Comfy Feminino Bordô,2,3.00,1069.28,356.43
2026,3,Scrub Feminino Comfy Chumbo,1,3.00,1080.00,360.00
2026,3,Scrub Feminino Confy Verde Escuro,1,3.00,1080.00,360.00
2026,3,Scrub Feminino Princess Chumbo,2,3.00,930.00,310.00
2026,3,Scrub Feminino Rosa Bebê,2,3.00,660.00,220.00
2026,3,Scrub Feminino Verde Claro,2,3.00,740.00,240.00
2026,3,Scrub Masculino Bordô,3,3.00,605.00,201.67
2026,3,Scrub Masculino Comfy Bege Acinzentado,1,3.00,1080.00,360.00
2026,3,Scrub MasculinoTec Easy Lorenzo Azul Marinho,3,3.00,1370.00,456.67
2026,3,Scrub MasculinoTec Easy Lorenzo Preto,3,3.00,1320.53,440.18
2026,3,Turbante Azul Bebê,3,3.00,205.15,68.38
2026,3,Turbante Branco,3,3.00,196.38,65.46
2026,3,Turbante Rosa Pink,3,3.00,204.57,68.19
2026,3,Turbante Tec Easy Azul Marinho,1,3.00,135.00,45.00
2026,3,Porta Copo Dupla Face,2,2.00,15.80,7.90
2026,3,Porta Objetos Dupla Face,2,2.00,39.80,19.90
2026,3,Gorro  Unissex A.  Bege,1,2.00,90.00,45.00
2026,3,Jaleco Marta Rosa Nude Manga Longa,2,2.00,383.75,191.88
2026,3,Jaleco Manuela Azul Marinho Detalhes Rosa Pink,2,2.00,440.00,220.00
2026,3,Jaleco Feminino Es,2,2.00,537.38,268.69
2026,3,Calça Scrub Masculino AVULSA,1,2.00,200.00,100.00
2026,3,Gorro Unissex D. Crepe Azul Marinho,1,2.00,75.00,37.50
